Cre01.g000050	AT4G35590
Cre06.g306000	AT3G57620
Cre06.g306031	*
Cre06.g306050	AT5G35980
Cre06.g306057	*
Cre06.g306100	*
Cre06.g306150	*
Cre06.g306200	*
Cre06.g306250	*
Cre06.g306300	AT4G18480
Cre06.g306350	AT1G60950
Cre06.g306450	*
Cre06.g306500	*
Cre06.g306550	AT2G39780
Cre06.g306700	AT4G26470
Cre06.g306750	AT4G26470
Cre06.g306800	AT5G26110
Cre06.g306850	AT3G53110
Cre06.g306900	*
Cre06.g307050	*
Cre06.g307075	*
Cre06.g307100	AT4G24810
Cre06.g307150	AT4G17090
Cre06.g307200	AT1G69510
Cre06.g307250	*
Cre06.g307300	AT5G56450
Cre06.g307350	AT5G54310
Cre06.g307400	AT3G18500
Cre06.g307450	AT1G14650
Cre06.g307500	*
Cre06.g307550	*
Cre06.g307600	AT1G74560
Cre06.g307650	*
Cre06.g307700	*
Cre06.g307750	*
Cre06.g307800	AT4G17070
Cre06.g307850	*
Cre06.g307900	*
Cre06.g307950	AT5G53070
Cre06.g308000	*
Cre06.g308050	*
Cre06.g308100	AT1G76150
Cre06.g308150	AT2G35720
Cre06.g308200	*
Cre06.g308250	AT2G17360
Cre06.g308300	*
Cre06.g308350	AT3G19980
Cre06.g308400	AT3G19420
Cre06.g308450	AT3G04550
Cre06.g308500	AT3G27740
Cre06.g308550	*
Cre06.g308600	*
Cre06.g308650	*
Cre06.g308700	AT5G55380
Cre06.g308750	*
Cre06.g308850	AT5G37475
Cre06.g308900	AT3G11070
Cre06.g308950	AT4G23630
Cre06.g309000	*
Cre06.g309050	AT1G07705
Cre06.g309100	AT3G23990
Cre06.g309150	AT1G49590
Cre06.g309200	*
Cre06.g309300	AT1G01860
Cre06.g309350	AT1G29330
Cre06.g309450	AT1G71696
Cre06.g309500	*
Cre06.g309550	*
Cre06.g309600	*
Cre06.g309750	AT3G12300
Cre06.g309800	*
Cre06.g309850	*
Cre06.g309900	*
Cre06.g309950	*
Cre06.g310000	AT1G31730
Cre06.g310050	AT1G14270
Cre06.g310100	AT3G58640
Cre06.g310150	*
Cre06.g310200	AT3G17670
Cre06.g310250	*
Cre06.g310300	*
Cre06.g310350	*
Cre06.g310400	*
Cre06.g310450	AT3G10330
Cre06.g310500	AT3G17609
Cre06.g310545	*
Cre06.g310550	*
Cre06.g310650	*
Cre06.g310700	AT4G14320
Cre06.g310750	AT4G34450
Cre06.g310800	*
Cre06.g310850	AT1G67940
Cre06.g310900	*
Cre06.g310950	*
Cre06.g311000	AT2G32040
Cre06.g311050	AT3G13450
Cre06.g311100	*
Cre06.g311150	AT4G36790
Cre06.g311200	AT4G36790
Cre06.g311250	AT5G07740
Cre06.g311300	*
Cre06.g311350	*
Cre06.g311400	AT5G41150
Cre06.g311450	*
Cre06.g311500	*
Cre06.g311550	*
Cre06.g311600	AT4G21470
Cre06.g311650	*
Cre06.g311700	*
Cre06.g311750	AT3G26500
Cre06.g311800	AT2G46890
Cre06.g311850	*
Cre06.g311900	AT1G49300
Cre06.g311950	AT3G57630
Cre07.g312050	*
Cre07.g312100	AT4G05440
Cre07.g312150	AT4G25120
Cre07.g312250	AT4G25120
Cre07.g312300	*
Cre07.g312350	AT5G41880
Cre07.g312400	AT5G07920
Cre07.g312550	*
Cre07.g312580	*
Cre07.g312600	*
Cre07.g312650	*
Cre07.g312750	AT5G38890
Cre07.g312800	*
Cre07.g312850	AT3G02430
Cre07.g312900	AT4G38600
Cre07.g313000	*
Cre07.g313050	*
Cre07.g313100	*
Cre07.g313250	AT2G36380
Cre07.g313350	AT3G55850
Cre07.g313400	*
Cre07.g313450	*
Cre07.g313500	AT1G55540
Cre07.g313550	AT5G17670
Cre07.g313600	AT5G44600
Cre07.g313700	AT5G64050
Cre07.g313750	*
Cre07.g313800	AT5G64816
Cre07.g313850	AT3G49660
Cre07.g313900	*
Cre07.g313950	*
Cre07.g314000	*
Cre07.g314050	*
Cre07.g314100	AT3G58660
Cre07.g314150	AT3G04870
Cre07.g314200	*
Cre07.g314250	*
Cre07.g314300	*
Cre07.g314400	AT4G25120
Cre07.g314450	AT5G44600
Cre07.g314500	AT2G35050
Cre07.g314550	AT5G24840
Cre07.g314600	AT5G44520
Cre07.g314650	AT1G79050
Cre07.g314700	*
Cre07.g314900	AT3G18600
Cre07.g314950	*
Cre07.g315050	AT1G78660
Cre07.g315100	AT5G42850
Cre07.g315150	AT1G54500
Cre07.g315200	AT5G03280
Cre07.g315250	*
Cre07.g315300	*
Cre07.g315350	AT3G02460
Cre07.g315400	AT3G57180
Cre07.g315432	*
Cre07.g315450	*
Cre07.g315500	AT2G25490
Cre07.g315550	AT4G28070
Cre07.g315600	*
Cre07.g315650	*
Cre07.g315700	AT4G26555
Cre07.g315850	*
Cre07.g315900	AT1G57620
Cre07.g315950	*
Cre07.g316000	AT1G27970
Cre07.g316050	AT5G59610
Cre07.g316100	AT5G11040
Cre07.g316150	AT2G24640
Cre07.g316200	*
Cre07.g316350	*
Cre07.g316400	*
Cre07.g316450	AT5G23520
Cre07.g316500	*
Cre07.g316526	AT5G14180
Cre07.g316550	*
Cre07.g316600	AT3G23610
Cre07.g316650	AT3G46920
Cre07.g316800	*
Cre07.g316850	AT2G16440
Cre07.g316900	*
Cre07.g316992	*
Cre07.g317000	*
Cre07.g317050	AT1G65350
Cre07.g317150	*
Cre07.g317200	*
Cre07.g317250	AT4G19810
Cre07.g317300	AT1G69220
Cre07.g317350	*
Cre07.g317400	*
Cre07.g317421	*
Cre07.g317438	*
Cre07.g317450	*
Cre07.g317500	*
Cre07.g317550	*
Cre07.g317650	AT5G24750
Cre07.g317750	*
Cre07.g317800	AT3G56640
Cre07.g317850	*
Cre07.g317900	*
Cre07.g317908	AT5G50340
Cre07.g317950	*
Cre07.g318000	AT1G03900
Cre07.g318200	AT1G26760
Cre07.g318209	AT1G26760
Cre07.g318250	AT1G26760
Cre07.g318300	*
Cre07.g318350	AT5G13940
Cre07.g318400	*
Cre07.g318450	AT5G60460
Cre07.g318500	AT1G68530
Cre07.g318600	AT1G07400
Cre07.g318750	AT3G55010
Cre07.g318800	AT1G53540
Cre07.g318850	AT1G53540
Cre07.g318900	AT3G04710
Cre07.g318950	*
Cre07.g319000	*
Cre07.g319100	AT5G42150
Cre07.g319150	AT3G09100
Cre07.g319200	*
Cre07.g319250	*
Cre07.g319300	AT4G24450
Cre07.g319350	*
Cre07.g319400	AT1G48420
Cre07.g319500	AT5G44070
Cre07.g319550	*
Cre07.g319600	AT1G68530
Cre07.g319650	*
Cre07.g319750	AT4G15850
Cre07.g319800	*
Cre07.g319850	AT1G73660
Cre07.g319900	AT4G32175
Cre07.g319950	*
Cre07.g320000	*
Cre07.g320050	AT5G49470
Cre07.g320100	*
Cre07.g320150	AT3G62600
Cre07.g320200	AT1G18610
Cre07.g320250	AT1G59520
Cre07.g320300	*
Cre07.g320350	AT5G23240
Cre07.g320400	AT3G22840
Cre07.g320450	AT3G22840
Cre07.g320500	*
Cre07.g320550	AT1G01120
Cre07.g320600	*
Cre07.g320650	AT1G11880
Cre07.g320700	*
Cre07.g320750	*
Cre07.g320800	AT4G20325
Cre07.g320850	AT5G36890
Cre07.g320900	*
Cre07.g320950	AT5G05610
Cre07.g321000	*
Cre07.g321050	AT2G03667
Cre07.g321100	AT5G49650
Cre07.g321150	*
Cre07.g321200	AT1G01920
Cre07.g321250	*
Cre07.g321300	AT1G14345
Cre07.g321350	AT5G42370
Cre07.g321400	*
Cre07.g321550	*
Cre07.g321600	*
Cre07.g321650	AT2G26430
Cre07.g321700	AT5G42250
Cre07.g321750	*
Cre07.g321800	*
Cre07.g321850	AT5G58110
Cre07.g321900	*
Cre07.g321950	AT1G80830
Cre07.g322000	AT5G65720
Cre07.g322100	AT4G01000
Cre07.g322250	AT2G43760
Cre07.g322300	AT1G79890
Cre07.g322350	AT5G57610
Cre07.g322400	*
Cre07.g322450	AT1G77300
Cre07.g322500	AT4G11630
Cre07.g322550	*
Cre07.g322600	*
Cre07.g322650	*
Cre07.g322700	*
Cre07.g322750	*
Cre07.g322800	*
Cre07.g322850	*
Cre07.g322884	AT4G15280
Cre07.g322900	AT1G05790
Cre07.g322950	AT1G21640
Cre07.g323000	AT5G03415
Cre07.g323050	AT5G09310
Cre07.g323100	AT2G32850
Cre07.g323150	*
Cre07.g323200	AT2G46000
Cre07.g323250	*
Cre07.g323300	*
Cre07.g323350	*
Cre07.g323400	*
Cre07.g323450	AT5G40530
Cre07.g323500	AT3G51980
Cre07.g323550	AT2G39140
Cre07.g323600	*
Cre07.g323650	AT4G32050
Cre07.g323700	*
Cre07.g323750	AT3G11470
Cre07.g323800	*
Cre07.g323850	AT5G11860
Cre07.g323890	*
Cre07.g323900	AT5G11860
Cre07.g323950	*
Cre07.g324000	AT1G33410
Cre07.g324050	AT1G26830
Cre07.g324100	*
Cre07.g324150	*
Cre07.g324200	*
Cre07.g324250	*
Cre07.g324300	*
Cre07.g324350	*
Cre07.g324400	AT5G22950
Cre07.g324450	AT4G36690
Cre07.g324500	*
Cre07.g324550	AT1G17745
Cre07.g324600	AT1G47830
Cre07.g324650	*
Cre07.g324700	*
Cre07.g324750	*
Cre07.g324800	AT1G09510
Cre07.g325000	AT2G29090
Cre07.g325050	AT3G57630
Cre07.g325100	*
Cre07.g325200	*
Cre07.g325250	*
Cre07.g325300	*
Cre07.g325350	AT2G28620
Cre07.g325400	AT1G80560
Cre07.g325450	AT2G46890
Cre07.g325500	AT5G13630
Cre07.g325550	AT5G57690
Cre07.g325600	AT3G15660
Cre07.g325650	*
Cre07.g325700	AT2G46020
Cre07.g325750	AT2G27600
Cre07.g325850	*
Cre07.g326010	*
Cre07.g326050	AT4G05190
Cre07.g326100	*
Cre07.g326200	*
Cre07.g326250	*
Cre07.g326350	AT4G21520
Cre07.g326400	AT2G18840
Cre07.g326450	AT5G07120
Cre07.g326500	*
Cre07.g326550	*
Cre07.g326600	AT1G04980
Cre07.g326650	*
Cre07.g326700	*
Cre07.g326750	*
Cre07.g326800	AT2G42810
Cre07.g326900	*
Cre07.g326950	AT3G59980
Cre07.g327000	AT1G16020
Cre07.g327050	*
Cre07.g327079	*
Cre07.g327100	*
Cre07.g327150	AT1G78280
Cre07.g327200	*
Cre07.g327250	*
Cre07.g327300	*
Cre07.g327350	*
Cre07.g327400	ATMG00070
Cre07.g327450	AT5G59610
Cre07.g327500	*
Cre07.g327550	*
Cre07.g327600	*
Cre07.g327650	*
Cre07.g327687	*
Cre07.g327700	AT2G14255
Cre07.g327750	*
Cre07.g327800	AT2G01320
Cre07.g327900	*
Cre07.g327950	*
Cre07.g328000	*
Cre07.g328050	AT3G12140
Cre07.g328100	*
Cre07.g328150	AT2G32920
Cre07.g328200	AT5G11450
Cre07.g328250	AT3G10360
Cre07.g328300	*
Cre07.g328350	AT3G09920
Cre07.g328400	AT1G50300
Cre07.g328450	AT4G14385
Cre07.g328500	*
Cre07.g328550	AT1G12470
Cre07.g328600	AT4G35140
Cre07.g328700	*
Cre07.g328750	*
Cre07.g328800	*
Cre07.g328850	AT3G44200
Cre07.g328900	AT5G12180
Cre07.g328950	AT4G14290
Cre07.g329000	AT4G19100
Cre07.g329050	AT4G21120
Cre07.g329100	*
Cre07.g329150	AT5G13010
Cre07.g329200	AT1G26370
Cre07.g329250	AT4G12400
Cre07.g329277	*
Cre07.g329350	*
Cre07.g329400	*
Cre07.g329450	*
Cre07.g329500	AT5G19660
Cre07.g329550	*
Cre07.g329600	AT5G53400
Cre07.g329650	*
Cre07.g329700	AT4G29040
Cre07.g329750	*
Cre07.g329800	AT4G15802
Cre07.g329850	AT5G63650
Cre07.g329861	*
Cre07.g329882	AT3G02850
Cre07.g329900	AT2G01830
Cre07.g329950	*
Cre07.g330000	*
Cre07.g330050	*
Cre07.g330100	AT1G34130
Cre07.g330150	*
Cre07.g330200	*
Cre07.g330250	AT3G16140
Cre07.g330300	AT5G47620
Cre07.g330350	*
Cre07.g330400	AT4G32500
Cre07.g330450	AT5G23535
Cre07.g330500	*
Cre07.g330550	*
Cre07.g330600	AT2G02970
Cre07.g330650	*
Cre07.g330700	*
Cre07.g330750	*
Cre07.g330800	*
Cre07.g330850	AT1G06470
Cre07.g330900	*
Cre07.g330950	AT2G19790
Cre07.g331000	AT3G53970
Cre07.g331050	*
Cre07.g331100	*
Cre07.g331114	*
Cre07.g331150	AT1G23010
Cre07.g331200	*
Cre07.g331350	*
Cre07.g331450	*
Cre07.g331550	AT4G35630
Cre07.g331600	*
Cre07.g331650	*
Cre07.g331700	*
Cre07.g331750	*
Cre07.g331800	AT1G19600
Cre07.g331850	*
Cre07.g331900	AT4G00100
Cre07.g331950	*
Cre07.g332025	*
Cre07.g332050	*
Cre07.g332066	*
Cre07.g332100	AT1G23010
Cre07.g332150	AT3G62810
Cre07.g332250	*
Cre07.g332300	AT4G24450
Cre07.g332350	*
Cre07.g332400	*
Cre07.g332450	*
Cre07.g332500	AT2G35610
Cre07.g332550	AT2G03120
Cre07.g332600	*
Cre07.g332700	AT4G12020
Cre07.g332750	*
Cre07.g332786	AT1G63690
Cre07.g332800	AT1G63810
Cre07.g332850	*
Cre07.g332900	*
Cre07.g332950	*
Cre07.g333000	AT4G36880
Cre07.g333050	*
Cre07.g333100	*
Cre07.g333150	*
Cre07.g333350	*
Cre07.g333400	*
Cre07.g333450	AT3G07020
Cre07.g333500	*
Cre07.g333850	AT1G55915
Cre07.g333900	AT3G06310
Cre07.g333950	AT1G77140
Cre07.g334100	AT1G13980
Cre07.g334150	*
Cre07.g334250	AT1G26760
Cre07.g334300	AT5G16750
Cre07.g334350	*
Cre07.g334400	*
Cre07.g334450	*
Cre07.g334564	*
Cre07.g334600	*
Cre07.g334650	AT4G21070
Cre07.g334700	AT5G66930
Cre07.g334750	AT5G66720
Cre07.g334800	AT4G14890
Cre07.g334850	AT3G54826
Cre07.g334900	*
Cre07.g334950	AT3G63260
Cre07.g335000	*
Cre07.g335050	*
Cre07.g335100	*
Cre07.g335150	AT1G53160
Cre07.g335200	AT5G13650
Cre07.g335250	*
Cre07.g335300	AT1G74960
Cre07.g335350	*
Cre07.g335400	AT5G64840
Cre07.g335500	*
Cre07.g335550	*
Cre07.g335600	*
Cre07.g335650	AT3G56370
Cre07.g335700	*
Cre07.g335750	AT3G04240
Cre07.g335800	*
Cre07.g335850	*
Cre07.g335900	AT1G71696
Cre07.g335950	AT5G06600
Cre07.g336000	AT1G68760
Cre07.g336050	AT3G51050
Cre07.g336150	*
Cre07.g336200	AT5G06600
Cre07.g336250	AT4G15030
Cre07.g336300	*
Cre07.g336350	AT4G34110
Cre07.g336400	*
Cre07.g336450	*
Cre07.g336500	*
Cre07.g336600	AT1G30000
Cre07.g336650	AT4G35520
Cre07.g336700	*
Cre07.g336800	*
Cre07.g336850	AT2G40600
Cre07.g336900	*
Cre07.g336950	AT3G46970
Cre07.g337000	AT3G62130
Cre07.g337050	AT2G26350
Cre07.g337100	*
Cre07.g337118	*
Cre07.g337150	AT1G63160
Cre07.g337200	*
Cre07.g337300	AT1G73460
Cre07.g337350	*
Cre07.g337400	*
Cre07.g337450	*
Cre07.g337550	AT5G64150
Cre07.g337650	AT1G24180
Cre07.g337700	*
Cre07.g337750	AT1G02310
Cre07.g337800	AT3G18880
Cre07.g337850	AT3G13050
Cre07.g337900	*
Cre07.g337950	*
Cre07.g338000	AT1G44900
Cre07.g338050	*
Cre07.g338100	*
Cre07.g338200	AT5G19680
Cre07.g338250	AT4G16510
Cre07.g338300	*
Cre07.g338350	AT5G03900
Cre07.g338400	AT4G17620
Cre07.g338450	*
Cre07.g338500	*
Cre07.g338550	*
Cre07.g338602	AT5G44740
Cre07.g338650	*
Cre07.g338665	*
Cre07.g338700	AT5G56900
Cre07.g338750	*
Cre07.g338800	AT5G56900
Cre07.g338850	*
Cre07.g338900	AT5G56900
Cre07.g338950	*
Cre07.g339000	AT4G04330
Cre07.g339050	AT1G01750
Cre07.g339100	AT1G54510
Cre07.g339104	AT1G53390
Cre07.g339150	AT3G13470
Cre07.g339200	AT3G19220
Cre07.g339250	AT1G08370
Cre07.g339300	AT5G27280
Cre07.g339350	AT4G24490
Cre07.g339400	*
Cre07.g339450	*
Cre07.g339550	AT1G31175
Cre07.g339554	*
Cre07.g339600	AT5G23130
Cre07.g339650	AT5G25530
Cre07.g339700	AT3G10670
Cre07.g339750	AT2G30390
Cre07.g339850	AT1G04700
Cre07.g339900	AT3G24715
Cre07.g340000	*
Cre07.g340050	AT1G52980
Cre07.g340100	AT3G54460
Cre07.g340150	AT1G26180
Cre07.g340200	AT4G11960
Cre07.g340250	AT5G57610
Cre07.g340350	*
Cre07.g340400	*
Cre07.g340450	*
Cre07.g340550	*
Cre07.g340600	AT4G11440
Cre07.g340650	AT2G25310
Cre07.g340700	AT4G10850
Cre07.g340750	AT5G05540
Cre07.g340850	AT2G26170
Cre07.g340900	AT5G06300
Cre07.g340950	AT2G35610
Cre07.g341000	*
Cre07.g341100	*
Cre07.g341150	*
Cre07.g341250	*
Cre07.g341300	AT2G21150
Cre07.g341350	*
Cre07.g341550	AT4G02450
Cre07.g341600	AT5G17710
Cre07.g341650	AT3G05760
Cre07.g341700	AT1G77720
Cre07.g341750	*
Cre07.g341800	AT2G27470
Cre07.g341850	AT1G17220
Cre07.g341900	*
Cre07.g341925	*
Cre07.g341950	*
Cre07.g342000	AT3G48330
Cre07.g342050	AT2G35190
Cre07.g342100	*
Cre07.g342150	AT1G58290
Cre07.g342200	*
Cre07.g342250	AT3G22480
Cre07.g342350	*
Cre07.g342500	*
Cre07.g342506	AT5G56150
Cre07.g342550	AT1G69526
Cre07.g342600	*
Cre07.g342650	*
Cre07.g342700	AT3G49060
Cre07.g342750	*
Cre07.g342800	AT1G07040
Cre07.g342850	*
Cre07.g342900	AT1G49820
Cre07.g342920	AT4G29490
Cre07.g342950	*
Cre07.g343050	*
Cre07.g343100	*
Cre07.g343150	*
Cre07.g343200	*
Cre07.g343250	*
Cre07.g343300	*
Cre07.g343350	AT4G25120
Cre07.g343400	*
Cre07.g343500	*
Cre07.g343650	*
Cre07.g343700	AT4G26910
Cre07.g343750	*
Cre07.g343789	*
Cre07.g343800	*
Cre07.g343850	AT4G33945
Cre07.g343900	*
Cre07.g344000	AT3G53010
Cre07.g344050	AT5G16750
Cre07.g344100	AT4G16570
Cre07.g344150	*
Cre07.g344172	*
Cre07.g344200	*
Cre07.g344250	*
Cre07.g344300	*
Cre07.g344400	AT1G17745
Cre07.g344450	*
Cre07.g344500	*
Cre07.g344550	AT1G17745
Cre07.g344600	AT4G34200
Cre07.g344650	*
Cre07.g344771	*
Cre07.g344800	*
Cre07.g344850	AT5G13570
Cre07.g344900	*
Cre07.g344950	AT1G45474
Cre07.g345000	*
Cre07.g345031	*
Cre07.g345050	AT1G27370
Cre07.g345100	*
Cre07.g345150	*
Cre07.g345200	*
Cre07.g345250	*
Cre07.g345350	AT5G67300
Cre07.g345400	*
Cre07.g345450	*
Cre07.g345500	*
Cre07.g345524	*
Cre07.g345550	AT1G17110
Cre07.g345650	*
Cre07.g345700	AT4G17650
Cre07.g345750	AT2G37520
Cre07.g345800	AT5G24610
Cre07.g345850	*
Cre07.g345950	*
Cre07.g346000	*
Cre07.g346050	AT3G56940
Cre07.g346100	AT4G31150
Cre07.g346150	*
Cre07.g346200	*
Cre07.g346250	*
Cre07.g346300	*
Cre07.g346400	*
Cre07.g346418	AT3G56570
Cre07.g346450	*
Cre07.g346600	AT1G59980
Cre07.g346650	AT2G23960
Cre07.g346672	*
Cre07.g346750	*
Cre07.g346800	AT5G48440
Cre07.g346850	*
Cre07.g346900	*
Cre07.g346950	*
Cre07.g347000	AT1G79570
Cre07.g347050	AT1G61950
Cre07.g347100	AT5G57330
Cre07.g347150	*
Cre07.g347200	*
Cre07.g347250	AT3G54170
Cre07.g347400	AT1G63980
Cre07.g347450	*
Cre07.g347500	*
Cre07.g347550	AT1G77620
Cre07.g347600	*
Cre07.g347650	*
Cre07.g347750	*
Cre07.g347800	AT1G08125
Cre07.g347850	*
Cre07.g347900	AT3G49660
Cre07.g347950	AT4G02730
Cre07.g348100	AT2G21195
Cre07.g348150	*
Cre07.g348200	AT2G35840
Cre07.g348250	AT2G40430
Cre07.g348300	*
Cre07.g348350	AT3G54550
Cre07.g348400	*
Cre07.g348450	AT2G31500
Cre07.g348500	AT3G48500
Cre07.g348550	AT5G18640
Cre07.g348600	*
Cre07.g348650	*
Cre07.g348700	AT5G62640
Cre07.g348750	AT5G60750
Cre07.g348800	*
Cre07.g348850	ATCG00830
Cre07.g348900	AT5G23590
Cre07.g348950	AT2G20495
Cre07.g349000	AT5G49470
Cre07.g349050	AT5G57870
Cre07.g349100	AT1G32490
Cre07.g349137	*
Cre07.g349200	*
Cre07.g349250	AT4G02980
Cre07.g349300	AT1G12770
Cre07.g349350	*
Cre07.g349400	*
Cre07.g349450	*
Cre07.g349500	AT5G10940
Cre07.g349550	AT3G15220
Cre07.g349600	AT5G03905
Cre07.g349650	AT5G55360
Cre07.g349700	AT2G34460
Cre07.g349750	*
Cre07.g349800	*
Cre07.g349850	AT2G33340
Cre07.g349900	AT3G51970
Cre07.g349950	AT1G04950
Cre07.g349980	AT5G55380
Cre07.g350000	AT4G13550
Cre07.g350050	AT5G55370
Cre07.g350300	*
Cre07.g350350	*
Cre07.g350400	AT5G19370
Cre07.g350450	AT5G01960
Cre07.g350451	AT3G49660
Cre07.g350500	AT5G16715
Cre07.g350550	AT4G36050
Cre07.g350600	*
Cre07.g350700	*
Cre07.g350750	AT4G22260
Cre07.g350800	*
Cre07.g350850	*
Cre07.g350900	AT2G28840
Cre07.g350950	*
Cre07.g351000	AT1G44910
Cre07.g351050	AT3G12400
Cre07.g351100	*
Cre07.g351150	AT3G20860
Cre07.g351200	AT5G64510
Cre07.g351350	*
Cre07.g351400	AT2G20980
Cre07.g351450	AT2G33560
Cre07.g351500	AT2G30350
Cre07.g351600	AT1G12770
Cre07.g351650	AT3G12300
Cre07.g351700	AT5G10780
Cre07.g351750	AT3G22660
Cre07.g351800	AT5G50000
Cre07.g351825	AT5G57610
Cre07.g351850	*
Cre07.g351900	AT1G73660
Cre07.g351950	AT1G60960
Cre07.g352000	*
Cre07.g352100	*
Cre07.g352150	AT2G40580
Cre07.g352213	*
Cre07.g352250	*
Cre07.g352251	AT1G33390
Cre07.g352300	*
Cre07.g352350	AT1G50250
Cre07.g352400	AT5G04980
Cre07.g352450	AT5G65205
Cre07.g352500	*
Cre07.g352550	AT5G03455
Cre07.g352600	AT5G04940
Cre07.g352650	AT4G36690
Cre07.g352750	AT1G16010
Cre07.g352800	AT1G07910
Cre07.g352850	*
Cre07.g352900	AT1G49040
Cre07.g352950	*
Cre07.g353000	AT3G48750
Cre07.g353050	*
Cre07.g353100	*
Cre07.g353150	*
Cre07.g353200	AT3G49725
Cre07.g353230	*
Cre07.g353250	*
Cre07.g353300	AT2G39970
Cre07.g353350	AT1G54140
Cre07.g353400	*
Cre07.g353450	AT5G36880
Cre07.g353500	AT5G51190
Cre07.g353550	AT5G11900
Cre07.g353600	*
Cre07.g353650	*
Cre07.g353700	*
Cre07.g353750	*
Cre07.g353837	*
Cre07.g353850	AT3G07080
Cre07.g353900	*
Cre07.g353950	AT1G29630
Cre07.g354000	*
Cre07.g354050	AT4G24560
Cre07.g354088	*
Cre07.g354100	AT5G50320
Cre07.g354150	*
Cre07.g354200	AT1G79530
Cre07.g354250	AT1G56190
Cre07.g354300	*
Cre07.g354350	AT1G31800
Cre07.g354450	AT1G31800
Cre07.g354500	AT1G32330
Cre07.g354550	*
Cre07.g354551	*
Cre07.g354600	*
Cre07.g354650	*
Cre07.g354750	*
Cre07.g354800	*
Cre07.g354850	*
Cre07.g354900	*
Cre07.g355050	*
Cre07.g355100	AT2G32270
Cre07.g355150	AT1G05300
Cre07.g355200	AT4G29910
Cre07.g355250	AT1G02970
Cre07.g355300	AT3G61320
Cre07.g355350	*
Cre07.g355400	AT1G67580
Cre07.g355500	AT5G53940
Cre07.g355550	AT2G05755
Cre07.g355600	AT2G17420
Cre07.g355650	AT1G64780
Cre07.g355700	AT2G24830
Cre07.g355750	AT5G21040
Cre07.g355800	*
Cre07.g355850	*
Cre07.g355900	*
Cre07.g355950	*
Cre07.g356000	*
Cre07.g356050	*
Cre07.g356100	*
Cre07.g356150	AT4G01320
Cre07.g356200	*
Cre07.g356350	AT4G15560
Cre07.g356400	*
Cre07.g356450	*
Cre07.g356500	*
Cre07.g356550	*
Cre07.g356600	*
Cre07.g356650	*
Cre07.g356700	*
Cre07.g356750	AT3G12740
Cre07.g356800	*
Cre07.g356850	AT3G11930
Cre07.g356900	*
Cre07.g356950	*
Cre07.g356951	*
Cre07.g357000	*
Cre07.g357100	*
Cre07.g357150	*
Cre07.g357157	*
Cre07.g357200	AT1G26570
Cre07.g357250	*
Cre07.g357300	AT4G08280
Cre07.g357350	AT4G01900
Cre07.g357400	AT1G59725
Cre07.g357450	*
Cre07.g357486	*
Cre07.g357550	*
Cre07.g357600	AT1G56420
Cre07.g357650	AT1G54390
Cre07.g357700	*
Cre07.g357750	AT3G24460
Cre07.g357800	AT5G54290
Cre07.g357900	AT5G61790
Cre07.g357950	AT3G12360
Cre07.g358050	*
Cre08.g358100	*
Cre08.g358150	*
Cre08.g358200	AT4G23050
Cre08.g358250	AT5G02860
Cre08.g358300	*
Cre08.g358350	*
Cre08.g358400	AT3G26670
Cre08.g358450	*
Cre08.g358459	*
Cre08.g358500	*
Cre08.g358650	AT5G60750
Cre08.g358700	*
Cre08.g358750	*
Cre08.g358800	AT5G26600
Cre08.g358850	*
Cre08.g358900	AT1G71750
Cre08.g358950	AT4G39690
Cre08.g359000	*
Cre08.g359050	*
Cre08.g359100	AT3G26410
Cre08.g359200	AT5G63860
Cre08.g359250	*
Cre08.g359300	*
Cre08.g359350	AT5G35360
Cre08.g359400	*
Cre08.g359450	*
Cre08.g359500	AT1G77300
Cre08.g359567	*
Cre08.g359600	*
Cre08.g359650	*
Cre08.g359700	AT2G20860
Cre08.g359750	AT5G39850
Cre08.g359800	AT5G06590
Cre08.g359850	*
Cre08.g359900	AT2G45490
Cre08.g359950	*
Cre08.g360050	AT5G35360
Cre08.g360100	AT5G09420
Cre08.g360150	*
Cre08.g360200	AT5G45380
Cre08.g360250	AT5G45380
Cre08.g360300	AT5G15940
Cre08.g360350	*
Cre08.g360400	AT4G02900
Cre08.g360444	*
Cre08.g360450	*
Cre08.g360500	AT1G11960
Cre08.g360550	*
Cre08.g360564	AT4G02900
Cre08.g360600	AT3G21620
Cre08.g360650	*
Cre08.g360850	AT2G25530
Cre08.g360900	AT5G09500
Cre08.g360950	*
Cre08.g361000	AT5G05310
Cre08.g361050	AT1G01290
Cre08.g361100	*
Cre08.g361150	*
Cre08.g361200	*
Cre08.g361250	*
Cre08.g361350	*
Cre08.g361400	AT4G14770
Cre08.g361450	AT2G22660
Cre08.g361500	*
Cre08.g361550	*
Cre08.g361600	*
Cre08.g361700	*
Cre08.g361750	*
Cre08.g361800	*
Cre08.g361850	*
Cre08.g361900	*
Cre08.g361950	*
Cre08.g361984	*
Cre08.g362000	*
Cre08.g362050	*
Cre08.g362100	*
Cre08.g362150	*
Cre08.g362200	*
Cre08.g362250	*
Cre08.g362300	*
Cre08.g362350	*
Cre08.g362400	*
Cre08.g362450	AT1G69830
Cre08.g362500	AT5G37630
Cre08.g362550	AT3G53120
Cre08.g362600	*
Cre08.g362650	AT5G13480
Cre08.g362682	*
Cre08.g362700	AT3G60910
Cre08.g362750	*
Cre08.g362800	*
Cre08.g362850	AT5G22120
Cre08.g362900	AT4G15510
Cre08.g363000	*
Cre08.g363050	*
Cre08.g363100	*
